plataforma,equipamento,tipo_sensor,valor,unidade,timestamp
Plataforma B,SensorBox 3,umidade,49.89,%,2025-03-22T16:35:02.046143+00:00
Plataforma B,SensorBox 3,pressao,71.27,Pa,2025-03-22T16:35:02.046143+00:00
Plataforma C,SensorBox 2,temperatura,88.53,C,2025-03-22T16:35:02.046148+00:00
Plataforma C,SensorBox 2,umidade,57.55,%,2025-03-22T16:35:02.046148+00:00
Plataforma C,SensorBox 2,pressao,97.93,Pa,2025-03-22T16:35:02.046148+00:00
Plataforma A,SensorBox 1,temperatura,79.43,C,2025-03-22T16:35:02.046154+00:00
Plataforma A,SensorBox 1,umidade,19.78,%,2025-03-22T16:35:02.046154+00:00
Plataforma A,SensorBox 1,pressao,28.66,Pa,2025-03-22T16:35:02.046154+00:00
Plataforma A,SensorBox 3,temperatura,57.14,C,2025-03-22T16:35:02.046161+00:00
Plataforma A,SensorBox 3,umidade,30.94,%,2025-03-22T16:35:02.046161+00:00
Plataforma A,SensorBox 3,pressao,20.75,Pa,2025-03-22T16:35:02.046161+00:00
Plataforma B,SensorBox 2,temperatura,64.89,C,2025-03-22T16:35:02.046181+00:00
Plataforma B,SensorBox 2,umidade,35.64,%,2025-03-22T16:35:02.046181+00:00
Plataforma B,SensorBox 2,pressao,58.97,Pa,2025-03-22T16:35:02.046181+00:00
Plataforma C,SensorBox 2,temperatura,37.27,C,2025-03-22T16:35:02.046195+00:00
Plataforma C,SensorBox 2,umidade,83.11,%,2025-03-22T16:35:02.046195+00:00
Plataforma C,SensorBox 2,pressao,50.25,Pa,2025-03-22T16:35:02.046195+00:00
Plataforma C,SensorBox 1,temperatura,84.43,C,2025-03-22T16:35:02.046204+00:00
Plataforma C,SensorBox 1,umidade,28.06,%,2025-03-22T16:35:02.046204+00:00
Plataforma C,SensorBox 1,pressao,23.56,Pa,2025-03-22T16:35:02.046204+00:00
Plataforma A,SensorBox 2,temperatura,72.16,C,2025-03-22T16:35:02.046211+00:00
Plataforma A,SensorBox 2,umidade,82.91,%,2025-03-22T16:35:02.046211+00:00
Plataforma A,SensorBox 2,pressao,78.59,Pa,2025-03-22T16:35:02.046211+00:00
Plataforma C,SensorBox 3,temperatura,18.67,C,2025-03-22T16:35:02.046218+00:00
Plataforma C,SensorBox 3,umidade,85.34,%,2025-03-22T16:35:02.046218+00:00
Plataforma C,SensorBox 3,pressao,88.58,Pa,2025-03-22T16:35:02.046218+00:00
Plataforma C,SensorBox 1,temperatura,76.32,C,2025-03-22T16:35:02.046223+00:00
Plataforma C,SensorBox 1,umidade,32.59,%,2025-03-22T16:35:02.046223+00:00
Plataforma C,SensorBox 1,pressao,93.65,Pa,2025-03-22T16:35:02.046223+00:00
Plataforma C,SensorBox 3,temperatura,77.8,C,2025-03-22T16:35:02.046229+00:00
Plataforma C,SensorBox 3,umidade,49.11,%,2025-03-22T16:35:02.046229+00:00
Plataforma C,SensorBox 3,pressao,43.41,Pa,2025-03-22T16:35:02.046229+00:00
Plataforma B,SensorBox 2,temperatura,71.25,C,2025-03-22T16:35:02.046235+00:00
Plataforma B,SensorBox 2,umidade,85.78,%,2025-03-22T16:35:02.046235+00:00
Plataforma B,SensorBox 2,pressao,26.56,Pa,2025-03-22T16:35:02.046235+00:00
Plataforma C,SensorBox 2,temperatura,73.93,C,2025-03-22T16:35:02.046241+00:00
Plataforma C,SensorBox 2,umidade,99.5,%,2025-03-22T16:35:02.046241+00:00
Plataforma C,SensorBox 2,pressao,28.17,Pa,2025-03-22T16:35:02.046241+00:00
Plataforma C,SensorBox 1,temperatura,68.45,C,2025-03-22T16:35:02.046246+00:00
Plataforma C,SensorBox 1,umidade,21.38,%,2025-03-22T16:35:02.046246+00:00
Plataforma C,SensorBox 1,pressao,88.18,Pa,2025-03-22T16:35:02.046246+00:00
Plataforma C,SensorBox 1,temperatura,21.24,C,2025-03-22T16:35:02.046251+00:00
Plataforma C,SensorBox 1,umidade,88.24,%,2025-03-22T16:35:02.046251+00:00
Plataforma C,SensorBox 1,pressao,18.12,Pa,2025-03-22T16:35:02.046251+00:00
Plataforma A,SensorBox 3,temperatura,60.29,C,2025-03-22T16:35:02.046257+00:00
Plataforma A,SensorBox 3,umidade,88.27,%,2025-03-22T16:35:02.046257+00:00
Plataforma A,SensorBox 3,pressao,53.72,Pa,2025-03-22T16:35:02.046257+00:00
Plataforma C,SensorBox 3,temperatura,74.09,C,2025-03-22T16:35:02.046262+00:00
Plataforma C,SensorBox 3,umidade,13.74,%,2025-03-22T16:35:02.046262+00:00
Plataforma C,SensorBox 3,pressao,39.4,Pa,2025-03-22T16:35:02.046262+00:00
Plataforma C,SensorBox 1,temperatura,57.53,C,2025-03-22T16:35:02.046267+00:00
Plataforma C,SensorBox 1,umidade,75.33,%,2025-03-22T16:35:02.046267+00:00
Plataforma C,SensorBox 1,pressao,64.51,Pa,2025-03-22T16:35:02.046267+00:00
Plataforma A,SensorBox 2,temperatura,22.37,C,2025-03-22T16:35:02.046274+00:00
Plataforma A,SensorBox 2,umidade,74.33,%,2025-03-22T16:35:02.046274+00:00
Plataforma A,SensorBox 2,pressao,94.3,Pa,2025-03-22T16:35:02.046274+00:00
Plataforma A,SensorBox 2,temperatura,28.98,C,2025-03-22T16:35:02.046282+00:00
Plataforma A,SensorBox 2,umidade,45.14,%,2025-03-22T16:35:02.046282+00:00
Plataforma A,SensorBox 2,pressao,97.66,Pa,2025-03-22T16:35:02.046282+00:00
Plataforma C,SensorBox 1,temperatura,24.69,C,2025-03-22T16:35:02.046288+00:00
Plataforma C,SensorBox 1,umidade,67.12,%,2025-03-22T16:35:02.046288+00:00
Plataforma C,SensorBox 1,pressao,50.69,Pa,2025-03-22T16:35:02.046288+00:00
Plataforma A,SensorBox 1,temperatura,14.47,C,2025-03-22T16:35:02.046293+00:00
Plataforma A,SensorBox 1,umidade,61.78,%,2025-03-22T16:35:02.046293+00:00
Plataforma A,SensorBox 1,pressao,79.69,Pa,2025-03-22T16:35:02.046293+00:00
Plataforma B,SensorBox 1,temperatura,50.91,C,2025-03-22T16:35:02.046299+00:00
Plataforma B,SensorBox 1,umidade,17.22,%,2025-03-22T16:35:02.046299+00:00
Plataforma B,SensorBox 1,pressao,35.43,Pa,2025-03-22T16:35:02.046299+00:00
Plataforma B,SensorBox 2,temperatura,13.22,C,2025-03-22T16:35:02.046304+00:00
Plataforma B,SensorBox 2,umidade,96.03,%,2025-03-22T16:35:02.046304+00:00
Plataforma B,SensorBox 2,pressao,92.46,Pa,2025-03-22T16:35:02.046304+00:00
Plataforma B,SensorBox 1,temperatura,96.8,C,2025-03-22T16:35:02.046309+00:00
Plataforma B,SensorBox 1,umidade,76.36,%,2025-03-22T16:35:02.046309+00:00
Plataforma B,SensorBox 1,pressao,48.32,Pa,2025-03-22T16:35:02.046309+00:00
Plataforma A,SensorBox 3,temperatura,67.5,C,2025-03-22T16:35:02.046315+00:00
Plataforma A,SensorBox 3,umidade,40.39,%,2025-03-22T16:35:02.046315+00:00
Plataforma A,SensorBox 3,pressao,73.41,Pa,2025-03-22T16:35:02.046315+00:00
Plataforma B,SensorBox 1,temperatura,96.23,C,2025-03-22T16:35:02.046320+00:00
Plataforma B,SensorBox 1,umidade,83.16,%,2025-03-22T16:35:02.046320+00:00
Plataforma B,SensorBox 1,pressao,39.42,Pa,2025-03-22T16:35:02.046320+00:00
Plataforma C,SensorBox 2,temperatura,92.87,C,2025-03-22T16:35:02.046360+00:00
Plataforma C,SensorBox 2,umidade,22.63,%,2025-03-22T16:35:02.046360+00:00
Plataforma C,SensorBox 2,pressao,67.07,Pa,2025-03-22T16:35:02.046360+00:00
Plataforma B,SensorBox 2,temperatura,18.17,C,2025-03-22T16:35:02.046371+00:00
Plataforma B,SensorBox 2,umidade,71.52,%,2025-03-22T16:35:02.046371+00:00
Plataforma B,SensorBox 2,pressao,71.02,Pa,2025-03-22T16:35:02.046371+00:00
Plataforma B,SensorBox 3,temperatura,16.62,C,2025-03-22T16:35:02.046378+00:00
Plataforma B,SensorBox 3,umidade,17.95,%,2025-03-22T16:35:02.046378+00:00
Plataforma B,SensorBox 3,pressao,66.92,Pa,2025-03-22T16:35:02.046378+00:00
Plataforma B,SensorBox 2,temperatura,19.95,C,2025-03-22T16:35:02.046385+00:00
Plataforma B,SensorBox 2,umidade,23.37,%,2025-03-22T16:35:02.046385+00:00
Plataforma B,SensorBox 2,pressao,83.36,Pa,2025-03-22T16:35:02.046385+00:00
Plataforma A,SensorBox 1,temperatura,11.52,C,2025-03-22T16:35:02.046392+00:00
Plataforma A,SensorBox 1,umidade,87.76,%,2025-03-22T16:35:02.046392+00:00
Plataforma A,SensorBox 1,pressao,75.8,Pa,2025-03-22T16:35:02.046392+00:00
Plataforma B,SensorBox 1,temperatura,50.26,C,2025-03-22T16:35:02.046398+00:00
Plataforma B,SensorBox 1,umidade,97.55,%,2025-03-22T16:35:02.046398+00:00
Plataforma B,SensorBox 1,pressao,69.4,Pa,2025-03-22T16:35:02.046398+00:00
Plataforma B,SensorBox 3,temperatura,79.01,C,2025-03-22T16:35:02.046404+00:00
Plataforma B,SensorBox 3,umidade,39.76,%,2025-03-22T16:35:02.046404+00:00
Plataforma B,SensorBox 3,pressao,74.59,Pa,2025-03-22T16:35:02.046404+00:00
Plataforma C,SensorBox 1,temperatura,23.0,C,2025-03-22T16:35:02.046410+00:00
Plataforma C,SensorBox 1,umidade,67.4,%,2025-03-22T16:35:02.046410+00:00
Plataforma C,SensorBox 1,pressao,29.64,Pa,2025-03-22T16:35:02.046410+00:00
Plataforma A,SensorBox 3,temperatura,54.41,C,2025-03-22T16:35:02.046416+00:00
Plataforma A,SensorBox 3,umidade,33.6,%,2025-03-22T16:35:02.046416+00:00
Plataforma A,SensorBox 3,pressao,74.18,Pa,2025-03-22T16:35:02.046416+00:00
Plataforma B,SensorBox 2,temperatura,32.41,C,2025-03-22T16:35:02.046422+00:00
Plataforma B,SensorBox 2,umidade,70.78,%,2025-03-22T16:35:02.046422+00:00
Plataforma B,SensorBox 2,pressao,71.72,Pa,2025-03-22T16:35:02.046422+00:00
Plataforma C,SensorBox 2,temperatura,68.83,C,2025-03-22T16:35:02.046427+00:00
Plataforma C,SensorBox 2,umidade,82.97,%,2025-03-22T16:35:02.046427+00:00
Plataforma C,SensorBox 2,pressao,28.1,Pa,2025-03-22T16:35:02.046427+00:00
Plataforma C,SensorBox 2,temperatura,94.38,C,2025-03-22T16:35:02.046433+00:00
Plataforma C,SensorBox 2,umidade,38.99,%,2025-03-22T16:35:02.046433+00:00
Plataforma C,SensorBox 2,pressao,37.45,Pa,2025-03-22T16:35:02.046433+00:00
Plataforma A,SensorBox 1,temperatura,27.78,C,2025-03-22T16:35:02.046439+00:00
Plataforma A,SensorBox 1,umidade,55.71,%,2025-03-22T16:35:02.046439+00:00
Plataforma A,SensorBox 1,pressao,65.96,Pa,2025-03-22T16:35:02.046439+00:00
Plataforma C,SensorBox 3,temperatura,72.39,C,2025-03-22T16:35:02.046446+00:00
Plataforma C,SensorBox 3,umidade,99.7,%,2025-03-22T16:35:02.046446+00:00
Plataforma C,SensorBox 3,pressao,42.84,Pa,2025-03-22T16:35:02.046446+00:00
Plataforma B,SensorBox 2,temperatura,78.35,C,2025-03-22T16:35:02.046452+00:00
Plataforma B,SensorBox 2,umidade,91.16,%,2025-03-22T16:35:02.046452+00:00
Plataforma B,SensorBox 2,pressao,36.58,Pa,2025-03-22T16:35:02.046452+00:00
Plataforma C,SensorBox 3,temperatura,29.93,C,2025-03-22T16:35:02.046461+00:00
Plataforma C,SensorBox 3,umidade,65.25,%,2025-03-22T16:35:02.046461+00:00
Plataforma C,SensorBox 3,pressao,48.02,Pa,2025-03-22T16:35:02.046461+00:00
Plataforma A,SensorBox 1,temperatura,31.12,C,2025-03-22T16:35:02.046466+00:00
Plataforma A,SensorBox 1,umidade,51.24,%,2025-03-22T16:35:02.046466+00:00
Plataforma A,SensorBox 1,pressao,58.33,Pa,2025-03-22T16:35:02.046466+00:00
Plataforma A,SensorBox 1,temperatura,78.32,C,2025-03-22T16:35:02.046473+00:00
Plataforma A,SensorBox 1,umidade,66.93,%,2025-03-22T16:35:02.046473+00:00
Plataforma A,SensorBox 1,pressao,89.16,Pa,2025-03-22T16:35:02.046473+00:00
Plataforma C,SensorBox 1,temperatura,47.62,C,2025-03-22T16:35:02.046479+00:00
Plataforma C,SensorBox 1,umidade,52.34,%,2025-03-22T16:35:02.046479+00:00
Plataforma C,SensorBox 1,pressao,60.63,Pa,2025-03-22T16:35:02.046479+00:00
Plataforma C,SensorBox 3,temperatura,31.36,C,2025-03-22T16:35:02.046484+00:00
Plataforma C,SensorBox 3,umidade,93.19,%,2025-03-22T16:35:02.046484+00:00
Plataforma C,SensorBox 3,pressao,90.71,Pa,2025-03-22T16:35:02.046484+00:00
Plataforma C,SensorBox 1,temperatura,85.52,C,2025-03-22T16:35:02.046489+00:00
Plataforma C,SensorBox 1,umidade,97.25,%,2025-03-22T16:35:02.046489+00:00
Plataforma C,SensorBox 1,pressao,26.58,Pa,2025-03-22T16:35:02.046489+00:00
Plataforma A,SensorBox 2,temperatura,83.94,C,2025-03-22T16:35:02.046495+00:00
Plataforma A,SensorBox 2,umidade,93.69,%,2025-03-22T16:35:02.046495+00:00
Plataforma A,SensorBox 2,pressao,74.56,Pa,2025-03-22T16:35:02.046495+00:00
Plataforma B,SensorBox 2,temperatura,46.9,C,2025-03-22T16:35:02.046501+00:00
Plataforma B,SensorBox 2,umidade,40.16,%,2025-03-22T16:35:02.046501+00:00
Plataforma B,SensorBox 2,pressao,16.19,Pa,2025-03-22T16:35:02.046501+00:00
Plataforma B,SensorBox 3,temperatura,30.02,C,2025-03-22T16:35:02.046507+00:00
Plataforma B,SensorBox 3,umidade,15.81,%,2025-03-22T16:35:02.046507+00:00
Plataforma B,SensorBox 3,pressao,19.21,Pa,2025-03-22T16:35:02.046507+00:00
Plataforma C,SensorBox 1,temperatura,33.18,C,2025-03-22T16:35:02.046513+00:00
Plataforma C,SensorBox 1,umidade,67.02,%,2025-03-22T16:35:02.046513+00:00
Plataforma C,SensorBox 1,pressao,31.67,Pa,2025-03-22T16:35:02.046513+00:00
Plataforma C,SensorBox 2,temperatura,65.72,C,2025-03-22T16:35:02.046518+00:00
Plataforma C,SensorBox 2,umidade,20.95,%,2025-03-22T16:35:02.046518+00:00
Plataforma C,SensorBox 2,pressao,25.65,Pa,2025-03-22T16:35:02.046518+00:00
Plataforma B,SensorBox 1,temperatura,32.18,C,2025-03-22T16:35:02.046524+00:00
Plataforma B,SensorBox 1,umidade,95.48,%,2025-03-22T16:35:02.046524+00:00
Plataforma B,SensorBox 1,pressao,65.46,Pa,2025-03-22T16:35:02.046524+00:00
Plataforma B,SensorBox 1,temperatura,54.48,C,2025-03-22T16:35:02.046530+00:00
Plataforma B,SensorBox 1,umidade,81.98,%,2025-03-22T16:35:02.046530+00:00
Plataforma B,SensorBox 1,pressao,77.65,Pa,2025-03-22T16:35:02.046530+00:00
Plataforma B,SensorBox 1,temperatura,58.33,C,2025-03-22T16:35:02.046535+00:00
Plataforma B,SensorBox 1,umidade,45.9,%,2025-03-22T16:35:02.046535+00:00
Plataforma B,SensorBox 1,pressao,37.18,Pa,2025-03-22T16:35:02.046535+00:00
Plataforma C,SensorBox 2,temperatura,80.79,C,2025-03-22T16:35:02.046541+00:00
Plataforma C,SensorBox 2,umidade,71.98,%,2025-03-22T16:35:02.046541+00:00
Plataforma C,SensorBox 2,pressao,71.14,Pa,2025-03-22T16:35:02.046541+00:00
Plataforma A,SensorBox 1,temperatura,79.81,C,2025-03-22T16:35:02.046548+00:00
Plataforma A,SensorBox 1,umidade,39.78,%,2025-03-22T16:35:02.046548+00:00
Plataforma A,SensorBox 1,pressao,31.71,Pa,2025-03-22T16:35:02.046548+00:00
Plataforma B,SensorBox 2,temperatura,31.59,C,2025-03-22T16:35:02.046575+00:00
Plataforma B,SensorBox 2,umidade,37.38,%,2025-03-22T16:35:02.046575+00:00
Plataforma B,SensorBox 2,pressao,57.24,Pa,2025-03-22T16:35:02.046575+00:00
Plataforma B,SensorBox 1,temperatura,17.22,C,2025-03-22T16:35:02.046596+00:00
Plataforma B,SensorBox 1,umidade,50.65,%,2025-03-22T16:35:02.046596+00:00
Plataforma B,SensorBox 1,pressao,86.22,Pa,2025-03-22T16:35:02.046596+00:00
Plataforma C,SensorBox 3,temperatura,40.53,C,2025-03-22T16:35:02.046602+00:00
Plataforma C,SensorBox 3,umidade,86.66,%,2025-03-22T16:35:02.046602+00:00
Plataforma C,SensorBox 3,pressao,25.39,Pa,2025-03-22T16:35:02.046602+00:00
Plataforma B,SensorBox 2,temperatura,49.57,C,2025-03-22T16:35:02.046607+00:00
Plataforma B,SensorBox 2,umidade,54.28,%,2025-03-22T16:35:02.046607+00:00
Plataforma B,SensorBox 2,pressao,23.18,Pa,2025-03-22T16:35:02.046607+00:00
Plataforma A,SensorBox 1,temperatura,63.47,C,2025-03-22T16:35:02.046613+00:00
Plataforma A,SensorBox 1,umidade,33.53,%,2025-03-22T16:35:02.046613+00:00
Plataforma A,SensorBox 1,pressao,83.31,Pa,2025-03-22T16:35:02.046613+00:00
Plataforma A,SensorBox 3,temperatura,62.83,C,2025-03-22T16:35:02.046618+00:00
Plataforma A,SensorBox 3,umidade,95.08,%,2025-03-22T16:35:02.046618+00:00
Plataforma A,SensorBox 3,pressao,61.79,Pa,2025-03-22T16:35:02.046618+00:00
Plataforma A,SensorBox 2,temperatura,46.19,C,2025-03-22T16:35:02.046624+00:00
Plataforma A,SensorBox 2,umidade,68.94,%,2025-03-22T16:35:02.046624+00:00
Plataforma A,SensorBox 2,pressao,13.63,Pa,2025-03-22T16:35:02.046624+00:00
Plataforma A,SensorBox 2,temperatura,14.15,C,2025-03-22T16:35:02.046629+00:00
Plataforma A,SensorBox 2,umidade,46.07,%,2025-03-22T16:35:02.046629+00:00
Plataforma A,SensorBox 2,pressao,18.63,Pa,2025-03-22T16:35:02.046629+00:00
Plataforma A,SensorBox 2,temperatura,77.06,C,2025-03-22T16:35:02.046636+00:00
Plataforma A,SensorBox 2,umidade,33.39,%,2025-03-22T16:35:02.046636+00:00
Plataforma A,SensorBox 2,pressao,71.1,Pa,2025-03-22T16:35:02.046636+00:00
Plataforma B,SensorBox 3,temperatura,71.99,C,2025-03-22T16:35:02.046642+00:00
Plataforma B,SensorBox 3,umidade,33.76,%,2025-03-22T16:35:02.046642+00:00
Plataforma B,SensorBox 3,pressao,71.14,Pa,2025-03-22T16:35:02.046642+00:00
Plataforma C,SensorBox 1,temperatura,62.42,C,2025-03-22T16:35:02.046647+00:00
Plataforma C,SensorBox 1,umidade,94.87,%,2025-03-22T16:35:02.046647+00:00
Plataforma C,SensorBox 1,pressao,87.08,Pa,2025-03-22T16:35:02.046647+00:00
Plataforma A,SensorBox 1,temperatura,99.17,C,2025-03-22T16:35:02.046674+00:00
Plataforma A,SensorBox 1,umidade,30.24,%,2025-03-22T16:35:02.046674+00:00
Plataforma A,SensorBox 1,pressao,44.66,Pa,2025-03-22T16:35:02.046674+00:00
Plataforma C,SensorBox 2,temperatura,71.22,C,2025-03-22T16:35:02.046680+00:00
Plataforma C,SensorBox 2,umidade,66.22,%,2025-03-22T16:35:02.046680+00:00
Plataforma C,SensorBox 2,pressao,26.54,Pa,2025-03-22T16:35:02.046680+00:00
Plataforma C,SensorBox 1,temperatura,95.45,C,2025-03-22T16:35:02.046701+00:00
Plataforma C,SensorBox 1,umidade,69.75,%,2025-03-22T16:35:02.046701+00:00
Plataforma C,SensorBox 1,pressao,51.08,Pa,2025-03-22T16:35:02.046701+00:00
Plataforma B,SensorBox 2,temperatura,10.91,C,2025-03-22T16:35:02.046707+00:00
Plataforma B,SensorBox 2,umidade,45.66,%,2025-03-22T16:35:02.046707+00:00
Plataforma B,SensorBox 2,pressao,86.27,Pa,2025-03-22T16:35:02.046707+00:00
Plataforma C,SensorBox 3,temperatura,11.7,C,2025-03-22T16:35:02.046713+00:00
Plataforma C,SensorBox 3,umidade,76.49,%,2025-03-22T16:35:02.046713+00:00
Plataforma C,SensorBox 3,pressao,76.14,Pa,2025-03-22T16:35:02.046713+00:00
Plataforma A,SensorBox 3,temperatura,27.33,C,2025-03-22T16:35:02.046720+00:00
Plataforma A,SensorBox 3,umidade,26.04,%,2025-03-22T16:35:02.046720+00:00
Plataforma A,SensorBox 3,pressao,44.49,Pa,2025-03-22T16:35:02.046720+00:00
Plataforma A,SensorBox 1,temperatura,15.17,C,2025-03-22T16:35:02.046725+00:00
Plataforma A,SensorBox 1,umidade,41.45,%,2025-03-22T16:35:02.046725+00:00
Plataforma A,SensorBox 1,pressao,45.22,Pa,2025-03-22T16:35:02.046725+00:00
Plataforma B,SensorBox 1,temperatura,57.06,C,2025-03-22T16:35:02.046731+00:00
Plataforma B,SensorBox 1,umidade,29.8,%,2025-03-22T16:35:02.046731+00:00
Plataforma B,SensorBox 1,pressao,37.03,Pa,2025-03-22T16:35:02.046731+00:00
Plataforma B,SensorBox 1,temperatura,70.9,C,2025-03-22T16:35:02.046737+00:00
Plataforma B,SensorBox 1,umidade,39.43,%,2025-03-22T16:35:02.046737+00:00
Plataforma B,SensorBox 1,pressao,13.78,Pa,2025-03-22T16:35:02.046737+00:00
Plataforma A,SensorBox 1,temperatura,28.82,C,2025-03-22T16:35:02.046742+00:00
Plataforma A,SensorBox 1,umidade,11.75,%,2025-03-22T16:35:02.046742+00:00
Plataforma A,SensorBox 1,pressao,41.12,Pa,2025-03-22T16:35:02.046742+00:00
Plataforma A,SensorBox 1,temperatura,54.77,C,2025-03-22T16:35:02.046748+00:00
Plataforma A,SensorBox 1,umidade,59.13,%,2025-03-22T16:35:02.046748+00:00
Plataforma A,SensorBox 1,pressao,21.16,Pa,2025-03-22T16:35:02.046748+00:00
Plataforma B,SensorBox 1,temperatura,74.24,C,2025-03-22T16:35:02.046753+00:00
Plataforma B,SensorBox 1,umidade,52.65,%,2025-03-22T16:35:02.046753+00:00
Plataforma B,SensorBox 1,pressao,17.09,Pa,2025-03-22T16:35:02.046753+00:00
Plataforma B,SensorBox 1,temperatura,33.6,C,2025-03-22T16:35:02.046759+00:00
Plataforma B,SensorBox 1,umidade,30.99,%,2025-03-22T16:35:02.046759+00:00
Plataforma B,SensorBox 1,pressao,55.08,Pa,2025-03-22T16:35:02.046759+00:00
Plataforma B,SensorBox 1,temperatura,79.0,C,2025-03-22T16:35:02.046766+00:00
Plataforma B,SensorBox 1,umidade,85.25,%,2025-03-22T16:35:02.046766+00:00
Plataforma B,SensorBox 1,pressao,38.15,Pa,2025-03-22T16:35:02.046766+00:00
Plataforma A,SensorBox 3,temperatura,15.99,C,2025-03-22T16:35:02.046772+00:00
Plataforma A,SensorBox 3,umidade,21.34,%,2025-03-22T16:35:02.046772+00:00
Plataforma A,SensorBox 3,pressao,70.58,Pa,2025-03-22T16:35:02.046772+00:00
Plataforma C,SensorBox 2,temperatura,74.98,C,2025-03-22T16:35:02.046778+00:00
Plataforma C,SensorBox 2,umidade,32.29,%,2025-03-22T16:35:02.046778+00:00
Plataforma C,SensorBox 2,pressao,87.46,Pa,2025-03-22T16:35:02.046778+00:00
Plataforma C,SensorBox 2,temperatura,52.15,C,2025-03-22T16:35:02.046783+00:00
Plataforma C,SensorBox 2,umidade,48.02,%,2025-03-22T16:35:02.046783+00:00
Plataforma C,SensorBox 2,pressao,41.17,Pa,2025-03-22T16:35:02.046783+00:00
Plataforma C,SensorBox 3,temperatura,40.47,C,2025-03-22T16:35:02.046788+00:00
Plataforma C,SensorBox 3,umidade,32.82,%,2025-03-22T16:35:02.046788+00:00
Plataforma C,SensorBox 3,pressao,52.03,Pa,2025-03-22T16:35:02.046788+00:00
Plataforma C,SensorBox 1,temperatura,16.1,C,2025-03-22T16:35:02.046794+00:00
Plataforma C,SensorBox 1,umidade,72.87,%,2025-03-22T16:35:02.046794+00:00
Plataforma C,SensorBox 1,pressao,65.82,Pa,2025-03-22T16:35:02.046794+00:00
Plataforma B,SensorBox 2,temperatura,80.31,C,2025-03-22T16:35:02.046801+00:00
Plataforma B,SensorBox 2,umidade,47.44,%,2025-03-22T16:35:02.046801+00:00
Plataforma B,SensorBox 2,pressao,31.36,Pa,2025-03-22T16:35:02.046801+00:00
Plataforma A,SensorBox 1,temperatura,93.26,C,2025-03-22T16:35:02.046806+00:00
Plataforma A,SensorBox 1,umidade,14.11,%,2025-03-22T16:35:02.046806+00:00
Plataforma A,SensorBox 1,pressao,86.84,Pa,2025-03-22T16:35:02.046806+00:00
Plataforma C,SensorBox 1,temperatura,78.46,C,2025-03-22T16:35:02.046843+00:00
Plataforma C,SensorBox 1,umidade,10.67,%,2025-03-22T16:35:02.046843+00:00
Plataforma C,SensorBox 1,pressao,64.28,Pa,2025-03-22T16:35:02.046843+00:00
Plataforma B,SensorBox 2,temperatura,72.21,C,2025-03-22T16:35:02.046856+00:00
Plataforma B,SensorBox 2,umidade,14.9,%,2025-03-22T16:35:02.046856+00:00
Plataforma B,SensorBox 2,pressao,58.53,Pa,2025-03-22T16:35:02.046856+00:00
Plataforma A,SensorBox 1,temperatura,48.24,C,2025-03-22T16:35:02.046863+00:00
Plataforma A,SensorBox 1,umidade,24.91,%,2025-03-22T16:35:02.046863+00:00
Plataforma A,SensorBox 1,pressao,22.14,Pa,2025-03-22T16:35:02.046863+00:00
Plataforma A,SensorBox 2,temperatura,77.27,C,2025-03-22T16:35:02.046870+00:00
Plataforma A,SensorBox 2,umidade,53.01,%,2025-03-22T16:35:02.046870+00:00
Plataforma A,SensorBox 2,pressao,50.38,Pa,2025-03-22T16:35:02.046870+00:00
Plataforma C,SensorBox 2,temperatura,48.6,C,2025-03-22T16:35:02.046875+00:00
Plataforma C,SensorBox 2,umidade,94.18,%,2025-03-22T16:35:02.046875+00:00
Plataforma C,SensorBox 2,pressao,52.22,Pa,2025-03-22T16:35:02.046875+00:00
Plataforma A,SensorBox 2,temperatura,45.21,C,2025-03-22T16:35:02.046882+00:00
Plataforma A,SensorBox 2,umidade,18.98,%,2025-03-22T16:35:02.046882+00:00
Plataforma A,SensorBox 2,pressao,26.04,Pa,2025-03-22T16:35:02.046882+00:00
Plataforma B,SensorBox 1,temperatura,57.87,C,2025-03-22T16:35:02.046888+00:00
Plataforma B,SensorBox 1,umidade,71.29,%,2025-03-22T16:35:02.046888+00:00
Plataforma B,SensorBox 1,pressao,50.46,Pa,2025-03-22T16:35:02.046888+00:00
Plataforma B,SensorBox 2,temperatura,83.63,C,2025-03-22T16:35:02.046893+00:00
Plataforma B,SensorBox 2,umidade,50.26,%,2025-03-22T16:35:02.046893+00:00
Plataforma B,SensorBox 2,pressao,66.91,Pa,2025-03-22T16:35:02.046893+00:00
Plataforma C,SensorBox 3,temperatura,86.86,C,2025-03-22T16:35:02.046900+00:00
Plataforma C,SensorBox 3,umidade,61.51,%,2025-03-22T16:35:02.046900+00:00
Plataforma C,SensorBox 3,pressao,90.32,Pa,2025-03-22T16:35:02.046900+00:00
Plataforma B,SensorBox 1,temperatura,81.04,C,2025-03-22T16:35:02.046917+00:00
Plataforma B,SensorBox 1,umidade,10.46,%,2025-03-22T16:35:02.046917+00:00
Plataforma B,SensorBox 1,pressao,80.09,Pa,2025-03-22T16:35:02.046917+00:00
Plataforma C,SensorBox 3,temperatura,37.31,C,2025-03-22T16:35:02.046923+00:00
Plataforma C,SensorBox 3,umidade,12.1,%,2025-03-22T16:35:02.046923+00:00
Plataforma C,SensorBox 3,pressao,28.15,Pa,2025-03-22T16:35:02.046923+00:00
Plataforma B,SensorBox 2,temperatura,61.09,C,2025-03-22T16:35:02.046929+00:00
